id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W4205681504,Evolution of polygenic traits under global <i>vs</i> local adaptation,2022,tier1,,,,Ecological / Environmental Variables|SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Evolutionary Theory / Conceptual Analysis|Population Structure Analysis,,,,Ecological / Environmental Variables|SNP Genotype Data,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3199434319,Insights into human history from the first decade of ancient human genomics,2021,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study|Protocol / Technical Note,Demographic History Inference|Phylogeny Inference,,,Vertebrates|Mammalia,,Not Specified,Marine,Empirical Study|Protocol / Technical Note
https://openalex.org/W4205950007,Consequences of Hybridization in Mammals: A Systematic Review,2021,tier1,,,,,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Gene Flow / Introgression Analysis|Adaptation Inference,,,Mammalia,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3017342212,BOLD and GenBank revisited – Do identification errors arise in the lab or in the sequence libraries?,2020,tier2,,,,,Insects,Global / Public Database Scale,Not Specified,Empirical Study|Protocol / Technical Note,,,,Insects,,Global / Public Database Scale,Not Specified,Empirical Study|Protocol / Technical Note
https://openalex.org/W3005235420,IQ-TREE 2: New Models and Efficient Methods for Phylogenetic Inference in the Genomic Era,2020,tier2,IQ-TREE,Maximum Likelihood,Maximum Likelihood,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference,Maximum Likelihood,IQ-TREE,,,Not Specified,Not Specified,Method / Model Paper
https://openalex.org/W3160025918,Alternative Animal Models of Aging Research,2021,tier1,,,,,Aves|Drosophila|Mammalia|Model Organisms|Mouse|Reptilia,Not Specified|Single Location,Island|Marine|Polar,Empirical Study|Method / Model Paper|Resource / Dataset Paper|Review / Survey,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,Mammalia|Drosophila|Model Organisms|Aves|Reptilia,,Not Specified,Not Specified,Review / Survey|Resource / Dataset Paper
https://openalex.org/W4389132747,Cellular development and evolution of the mammalian cerebellum,2023,tier2,,,,Transcriptome (RNA-seq),Mammalia|Model Organisms|Mouse,Multiple Locations,Not Specified,Empirical Study,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,,Mammalia|Mouse|Model Organisms,Transcriptome (RNA-seq),Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3176204079,Broad geographic sampling reveals the shared basis and environmental correlates of seasonal adaptation in Drosophila,2021,tier1,,,Bayesian Inference,Ecological / Environmental Variables|Whole Genome Sequence,Drosophila|Model Organisms,Multiple Locations,Marine|Temperate,Empirical Study,Adaptation Inference|Population Structure Analysis|Gene Flow / Introgression Analysis,Bayesian Inference,,Drosophila|Model Organisms,Ecological / Environmental Variables|Whole Genome Sequence,Multiple Locations,Temperate,Empirical Study
https://openalex.org/W3188348639,"The Visual Opsin Gene Repertoires of Teleost Fishes: Evolution, Ecology, and Function",2021,tier1,,,,,Aves|Mammalia|Reptilia|Teleost Fish|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Adaptation Inference|Gene Flow / Introgression Analysis,,,Teleost Fish|Vertebrates,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4307584884,Why can't we predict traits from the environment?,2022,tier2,,,,Ecological / Environmental Variables,Plants,Not Specified|Single Location,Not Specified,Empirical Study,Eco-evolutionary Dynamics|Adaptation Inference|Trait Evolution / Ancestral State Reconstruction,,,Plants,Ecological / Environmental Variables|Morphometric / Phenotypic Trait Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3048293476,Pathogen resistance may be the principal evolutionary advantage provided by the microbiome,2020,tier2,,,,,Plants,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,Plants,,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3106975553,Assessing ontogenetic maturity in extinct saurian reptiles,2020,tier1,STRUCTURE,,,Fossil Record,Reptilia|Vertebrates,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,STRUCTURE,Reptilia|Vertebrates,Fossil Record,Not Specified,Not Specified,Empirical Study|Review / Survey|Resource / Dataset Paper
https://openalex.org/W3006038767,Recovering signals of ghost archaic introgression in African populations,2020,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Demographic History Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4210701812,Deeply conserved synteny and the evolution of metazoan chromosomes,2022,tier1,,,,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3164117052,Detecting adaptive introgression in human evolution using convolutional neural networks,2021,tier2,,,dN/dS Analysis,SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Adaptation Inference|Gene Flow / Introgression Analysis|Selection / Positive Selection Detection|Demographic History Inference,dN/dS Analysis,,,SNP Genotype Data|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3110169235,Inclusion of variants discovered from diverse populations improves polygenic risk score transferability,2020,tier2,,,Simulation-based Inference,,,Multiple Locations,Marine,Empirical Study,Demographic History Inference|Evolutionary Theory / Conceptual Analysis,Simulation-based Inference,,,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3031374097,Venom Systems as Models for Studying the Origin and Regulation of Evolutionary Novelties,2020,tier1,,,,,,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Review / Survey,Macroevolutionary Pattern Analysis|Evolutionary Theory / Conceptual Analysis,,,Invertebrates,,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3161034134,Tracking the international spread of SARS-CoV-2 lineages B.1.1.7 and B.1.351/501Y-V2,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Biogeography|Gene Flow / Introgression Analysis,,,,,,,Empirical Study
https://openalex.org/W3084301609,Impact of admixture and ancestry on eQTL analysis and GWAS colocalization in GTEx,2020,tier2,ADMIXTURE|STRUCTURE,,,SNP Genotype Data|Transcriptome (RNA-seq)|Whole Genome Sequence,,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Population Structure Analysis|Gene Flow / Introgression Analysis|Adaptation Inference,,,,SNP Genotype Data|Transcriptome (RNA-seq)|Whole Genome Sequence,,,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3043763415,Toward a Fully Resolved Fungal Tree of Life,2020,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Phylogeny Inference|Macroevolutionary Pattern Analysis|Species Delimitation,,,,,,,Review / Survey|Empirical Study
https://openalex.org/W3111525365,A global analysis of song frequency in passerines provides no support for the acoustic adaptation hypothesis but suggests a role for sexual selection,2020,tier2,,,,Behavioral Data,,Multiple Locations,Not Specified,Empirical Study,Adaptation Inference|Selection / Positive Selection Detection,,,Aves,Behavioral Data,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3138098406,Diversity and functional landscapes in the microbiota of animals in the wild,2021,tier2,STRUCTURE,,,,,Not Specified|Single Location,Marine|Terrestrial,Empirical Study|Resource / Dataset Paper,,,STRUCTURE,,,Not Specified|Single Location,Terrestrial|Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3048367870,Estimating the genome-wide contribution of selection to temporal allele frequency change,2020,tier2,,,,Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Selection / Positive Selection Detection|Demographic History Inference,,,,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3024872414,Genomic Insights into Plastid Evolution,2020,tier1,,,,Occurrence / Distribution Records,,Multiple Locations,Terrestrial,Empirical Study|Review / Survey,Phylogeny Inference|Biogeography|Phylogenetic Comparative Methods,,,,,Multiple Locations,Terrestrial|Marine|Freshwater,Review / Survey|Empirical Study
https://openalex.org/W2999916586,Dating genomic variants and shared ancestry in population-scale sequencing data,2020,tier2,,,Simulation-based Inference,SNP Genotype Data,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Demographic History Inference|Gene Flow / Introgression Analysis|Adaptation Inference,Simulation-based Inference,,,SNP Genotype Data,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4283759841,"Characterization, costs, cues and future perspectives of phenotypic plasticity",2022,tier2,,,,Ecological / Environmental Variables|SNP Genotype Data|Transcriptome (RNA-seq),Plants,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference|Eco-evolutionary Dynamics|Trait Evolution / Ancestral State Reconstruction,,,Plants,Ecological / Environmental Variables|SNP Genotype Data|Transcriptome (RNA-seq),Multiple Locations,Marine,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W4206409428,Insect Diapause,2022,tier2,,,,Ecological / Environmental Variables,Insects|Invertebrates,Not Specified|Single Location,Marine,Empirical Study,Eco-evolutionary Dynamics|Adaptation Inference,,,Insects|Invertebrates,Ecological / Environmental Variables,Not Specified,Not Specified|Marine,Empirical Study
https://openalex.org/W3080097995,“Epigenetic clocks”: Theory and applications in human biology,2020,tier2,,,,Ecological / Environmental Variables|Occurrence / Distribution Records,,Multiple Locations,Marine,Empirical Study|Review / Survey,,,,,Ecological / Environmental Variables,Multiple Locations|Not Specified,Not Specified|Marine,Review / Survey|Empirical Study
https://openalex.org/W3024108179,Nuclear phylogenomic analyses of asterids conflict with plastome trees and support novel relationships among major lineages,2020,tier1,,,,mtDNA,Angiosperms|Plants,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,,Angiosperms|Plants,mtDNA,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3162125475,Endogenous retroviruses in the origins and treatment of cancer,2021,tier2,,,,Transcriptome (RNA-seq),,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,Transcriptome (RNA-seq),Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3028632011,Population genetic models of GERP scores suggest pervasive turnover of constrained sites across mammalian evolution,2020,tier1,,,dN/dS Analysis,,,Multiple Locations,Marine,Empirical Study|Method / Model Paper,Selection / Positive Selection Detection|Evolutionary Theory / Conceptual Analysis|Phylogenetic Comparative Methods,dN/dS Analysis,,Mammalia,,Multiple Locations,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3131612759,"DNA copy number variation: Main characteristics, evolutionary significance, and pathological aspects",2021,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Macroevolutionary Pattern Analysis|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3181792462,The Baltimore Classification of Viruses 50 Years Later: How Does It Stand in the Light of Virus Evolution?,2021,tier2,,,,Transcriptome (RNA-seq),,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis,,,,Transcriptome (RNA-seq),Not Specified,Not Specified,Review / Survey|Method / Model Paper
https://openalex.org/W4320494454,Deep reticulation: the long legacy of hybridization in vascular plant evolution,2023,tier1,,,Network Phylogenetics,,Angiosperms|Plants,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper|Review / Survey,Phylogeny Inference|Macroevolutionary Pattern Analysis|Gene Flow / Introgression Analysis,Network Phylogenetics,,Plants|Angiosperms,,Multiple Locations,Marine,Review / Survey|Empirical Study
https://openalex.org/W3161622382,The evolution and changing ecology of the African hominid oral microbiome,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Phylogeny Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3020908563,Phenotypic Plasticity: From Theory and Genetics to Current and Future Challenges,2020,tier2,,,,Ecological / Environmental Variables,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,Morphometric / Phenotypic Trait Data|Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey|Evolutionary Theory / Conceptual Analysis|Empirical Study
